"Gene.ID","Col.D.N","Col.DL.N","Col.WL.N","Col.D.F","Col.DL.F","Col.WL.F","Col.D.P","Col.DL.P","Col.WL.P","Col.D.SM","Col.DL.SM","Col.WL.SM"
"AT4G30380",2,3,0,1,2,0,0,0,0,0,0,0
"AT4G30390",44,57,77,200,145,63,238,85,66,6,19,13
"AT4G30400",100,161,112,119,138,12,751,318,95,16,38,16
"AT4G30410",32,13,13,381,145,67,528,57,69,8,15,14
"AT4G30420",31,41,28,18,21,1,190,46,38,1,4,1
"AT4G30430",5,4,5,0,2,1,14,2,1,0,0,0
"AT4G08285",0,0,0,1,0,2,0,0,0,0,0,0
"AT4G30440",1168,2714,3542,998,1267,365,4960,1737,946,91,246,249
"AT4G30450",101,180,71,331,368,52,1972,631,167,14,33,5
"AT4G30460",46,126,102,213,396,69,1081,705,287,14,42,15
"AT4G30470",168,590,295,395,577,106,1152,1020,467,15,69,51
"AT4G30480",26,63,72,166,128,65,774,314,492,13,29,47
"AT4G30490",260,451,283,235,241,96,1459,539,480,21,69,55
"AT4G30500",45,30,46,72,56,36,240,70,74,0,5,8
"AT4G30510",145,268,158,79,122,41,362,174,181,4,21,28
"AT4G30520",79,182,236,36,53,24,338,140,95,6,15,12
"AT4G30530",69,151,271,293,320,326,1811,691,1637,20,28,117
"AT4G30540",1,0,4,1,6,2,1,0,1,0,0,0
"AT4G30550",119,143,161,541,278,134,856,247,435,14,28,53
"AT4G30560",34,98,190,30,39,29,174,87,122,7,13,19
"AT4G30570",29,39,32,31,42,8,47,14,12,1,3,3
"AT4G30580",328,535,508,769,538,329,949,556,935,34,80,160
"AT4G30590",3,0,0,0,1,0,0,0,0,0,0,0
"AT4G30600",523,991,1035,679,768,236,5435,1921,1851,84,202,145
"AT4G30610",38,280,623,30,259,145,377,604,540,4,54,65
"AT4G08295",10,27,19,1,4,2,2,2,0,1,0,1
"AT4G30620",41,103,119,347,324,433,350,460,607,9,32,70
"AT4G30630",31,58,29,163,118,39,219,89,96,7,18,32
"AT4G30640",10,17,17,52,38,13,69,14,18,2,0,2
"AT4G30650",99,126,114,161,230,257,835,253,545,14,18,64
"AT4G30660",115,120,100,168,121,143,483,178,364,3,13,29
"AT4G08305",1,0,0,4,1,0,0,0,0,0,0,0
"AT4G30662",5,1,0,3,3,0,0,0,0,0,0,0
"AT4G08315",3,1,1,4,5,1,0,0,0,0,0,1
"AT4G30670",110,82,109,621,360,134,1138,185,89,18,28,24
"AT4G30680",28,101,143,55,52,29,60,29,40,2,16,19
"AT4G08325",331,152,43,7,8,14,0,1,1,0,1,1
"AT4G30690",305,494,341,366,286,250,900,383,574,26,82,97
"AT4G30700",16,18,35,12,23,14,71,26,79,0,7,5
"AT4G30710",89,136,173,83,111,57,476,155,194,14,41,31
"AT4G30720",232,436,684,243,284,133,969,680,1226,51,85,113
"AT4G30730",1,3,3,22,11,0,27,11,10,0,2,0
"AT4G30740",1,0,4,5,1,0,5,0,3,1,1,1
"AT4G30750",57,102,88,340,281,124,619,200,208,12,37,38
"AT4G30760",255,432,354,533,390,280,787,285,470,16,40,61
"AT4G30770",2,1,0,4,1,0,0,0,0,0,0,0
"AT4G30780",169,284,347,135,181,57,1262,389,421,20,46,38
"AT4G30790",240,471,367,345,435,99,2940,1166,1132,50,151,112
"AT4G08355",1,0,0,0,0,0,0,0,0,0,0,0
"AT4G30800",12,55,62,26,37,38,169,124,255,0,10,22
"AT4G30810",131,319,557,178,226,78,1278,603,468,12,41,42
"AT4G30820",34,58,45,56,70,41,118,52,80,2,6,10
"AT4G30825",80,224,289,112,273,151,750,760,1047,8,61,101
"AT4G30830",8,11,3,3,9,0,13,10,8,1,0,0
"AT4G30840",31,71,79,47,69,37,149,121,227,4,4,25
"AT4G30845",15,21,34,53,72,33,84,61,91,0,6,12
"AT4G30850",108,223,160,178,217,26,740,316,132,17,64,31
"AT4G30860",40,85,102,46,57,32,173,71,167,8,17,25
"AT4G30870",20,30,45,40,38,13,212,104,88,3,20,7
"AT4G30872",0,0,0,0,0,1,0,0,0,0,0,0
"AT4G08365",0,0,0,0,0,0,0,0,0,0,0,0
"AT4G30880",0,1,0,0,4,2,0,0,3,0,0,0
"AT4G30890",143,425,375,253,374,164,1576,782,1019,24,99,124
"AT4G30900",61,99,163,100,94,56,282,91,145,6,28,33
"AT4G30910",170,371,407,111,141,64,1028,247,611,11,30,47
"AT4G30920",506,1139,1303,502,395,229,2415,1062,1896,71,79,176
"AT4G30930",49,67,136,132,176,141,290,149,462,12,25,55
"AT4G30935",30,45,56,80,112,27,518,267,260,12,33,30
"AT4G30940",32,54,66,37,44,12,172,66,63,2,15,4
"AT4G30950",1493,3063,4351,2822,2597,1285,2937,4456,5390,286,512,1093
"AT4G08385",1,0,0,0,0,0,0,0,0,0,0,0
"AT4G30960",791,1847,1507,2145,2825,426,12908,5312,3821,255,863,484
"AT4G30970",4,0,0,6,6,2,0,0,0,0,1,0
"AT4G30975",131,215,115,70,77,43,28,12,11,1,8,10
"AT4G08415",1,0,0,0,1,2,0,0,0,0,0,0
"AT4G30980",34,45,43,73,76,24,295,116,144,0,12,12
"AT4G30990",275,709,912,225,387,152,2240,966,1502,28,99,110
"AT4G30993",14975,22090,5220,1273,1556,520,527,261,293,15,69,92
"AT4G08425",12275,16859,3005,857,960,253,127,17,21,5,17,14
"AT4G30996",261,359,343,209,177,110,779,207,220,10,20,26
"AT4G31000",41,81,70,119,122,34,262,64,80,15,16,37
"AT4G31010",37,67,80,72,61,32,252,112,147,3,9,16
"AT4G31020",18,24,32,16,17,13,45,10,42,1,3,7
"AT4G31030",23,64,40,30,98,37,47,26,38,1,7,9
"AT4G31040",197,628,583,375,571,211,1095,1142,1102,44,211,243
"AT4G31050",35,57,68,31,62,31,93,75,117,3,15,30
"AT4G31060",17,47,28,20,26,26,32,14,19,1,6,8
"AT4G31070",10,22,34,11,18,8,26,20,24,2,7,2
"AT4G31073",1,2,4,4,5,6,2,7,2,0,0,2
"AT4G31075",1,0,0,1,0,0,0,0,0,0,0,0
"AT4G31080",276,408,534,750,450,157,2414,669,509,64,116,102
"AT4G31100",37,47,40,76,63,11,690,177,75,8,11,12
"AT4G31110",42,36,32,65,55,11,533,142,41,3,14,12
"AT4G31115",50,153,167,146,230,117,253,129,122,12,31,52
"AT4G31120",200,614,674,122,152,66,792,395,809,6,37,79
"AT4G31130",172,374,389,263,298,109,1230,619,367,15,49,44
"AT4G31140",149,392,360,129,203,32,1100,499,191,15,73,20
"AT4G31150",67,127,115,117,90,39,160,62,57,6,12,26
"AT4G31160",414,917,1101,239,333,117,3107,1271,1709,27,118,101
"AT4G31170",311,504,422,437,445,96,1841,748,802,56,97,108
"AT4G31180",386,631,1145,479,437,184,3390,1320,2148,84,150,146
"AT4G31190",0,0,1,2,1,0,0,0,2,0,0,2
"AT4G31196",3,0,0,0,0,0,0,0,0,0,0,0
"AT4G31200",87,144,152,80,105,61,490,170,301,9,29,37
"AT4G31210",115,372,558,78,221,123,700,558,1148,5,45,66
"AT4G31230",11,11,4,5,14,3,15,8,5,0,1,0
"AT4G31240",89,95,53,121,68,20,334,65,39,6,13,11
"AT4G31250",62,64,216,36,32,28,218,56,109,3,6,11
"AT4G31248",10,5,3,27,18,4,59,3,9,2,4,4
"AT4G31260",5,0,0,1,0,0,0,0,0,0,0,0
"AT4G31265",0,0,0,14,14,10,1,0,1,0,0,0
"AT4G31270",22,19,23,57,34,18,117,32,47,3,4,16
"AT4G31290",437,676,559,3795,1228,515,986,465,664,71,81,169
"AT4G31280",1,1,0,0,1,0,0,0,0,0,0,0
"AT4G31300",239,592,632,278,370,263,2780,1163,2328,17,69,135
"AT4G31310",83,83,80,381,216,272,310,122,284,10,15,60
"AT4G31320",12,28,33,48,81,51,208,78,301,7,7,33
"AT4G08435",0,0,0,0,0,0,0,0,0,0,0,0
"AT4G31330",38,66,132,64,74,45,395,97,123,0,8,15
"AT4G31340",999,1113,1218,1248,1093,449,6144,2084,1523,82,258,240
"AT4G08445",1,0,0,1,0,1,0,0,0,0,0,0
"AT4G08465",0,0,0,0,1,0,0,0,0,0,0,0
"AT4G08475",0,0,0,0,2,0,0,0,0,0,0,0
"AT4G08495",0,0,0,4,4,2,0,0,0,0,0,0
"AT4G31350",86,198,259,105,115,52,285,145,117,4,39,27
"AT4G31351",47,100,153,12,9,0,27,7,7,1,1,0
"AT4G31354",64,93,165,9,10,0,17,14,9,0,0,0
"AT4G31355",1,0,0,1,3,0,0,0,0,0,0,0
"AT4G31360",14,21,29,49,55,13,211,161,212,5,5,20
"AT4G31370",10,12,0,24,12,0,56,10,0,1,0,0
"AT4G31380",98,15,0,563,14,2,1240,14,1,14,1,1
"AT4G31390",347,676,824,228,348,136,1390,1060,1165,35,93,87
"AT4G31400",6,40,47,30,33,27,73,40,75,2,12,13
"AT4G31398",15,35,25,4,3,1,1,3,0,0,0,0
"AT4G08505",2,2,0,1,2,4,0,0,0,0,0,0
"AT4G31405",41,111,115,1,8,3,30,4,5,0,1,0
"AT4G31408",170,323,368,23,33,9,40,14,12,3,7,0
"AT4G31410",130,237,206,281,192,76,805,204,282,26,53,58
"AT4G31420",137,210,182,776,275,87,1533,563,560,30,49,69
"AT4G31430",281,409,320,187,188,46,1365,494,572,38,56,62
"AT4G31440",34,21,42,35,30,15,201,86,97,2,20,15
"AT4G31441",14,4,4,12,6,4,43,13,22,0,7,2
"AT4G31450",116,295,187,258,260,60,1310,486,399,20,54,33
"AT4G31460",40,59,55,350,145,99,450,207,443,13,26,33
"AT4G31470",8,30,27,34,70,7,124,77,36,0,6,4
"AT4G31480",632,1273,1570,798,975,568,8509,2848,4008,124,276,267
"AT4G31490",435,931,1221,533,754,377,6189,2107,3457,57,187,243
"AT4G31500",335,693,1840,583,555,190,5096,1537,1008,51,114,112
"AT4G31510",212,204,103,421,170,83,379,110,120,15,25,38
"AT4G31520",16,22,16,7,9,14,16,0,11,0,3,3
"AT4G31530",91,275,320,153,176,142,718,359,980,11,35,91
"AT4G31540",100,158,191,177,240,78,938,400,424,17,48,33
"AT4G08515",1,0,0,4,1,0,0,0,0,0,0,0
"AT4G31550",125,227,212,249,318,82,998,318,398,13,40,51
"AT4G31560",171,201,138,506,352,290,355,187,410,6,38,72
"AT4G31570",402,780,967,437,652,191,4796,1998,2508,35,172,151
"AT4G31580",183,445,409,343,324,214,1098,572,1037,19,45,67
"AT4G31590",414,803,1282,414,401,189,3657,844,563,49,108,61
"AT4G31600",84,161,191,79,149,46,346,138,152,9,13,32
"AT4G31610",18,14,0,20,6,5,202,8,3,6,0,0
"AT4G31615",7,16,5,5,8,5,15,12,21,0,0,1
"AT4G31620",10,26,12,18,14,4,16,23,15,2,6,4
"AT4G31630",4,0,1,9,6,1,0,0,2,0,0,0
"AT4G31640",6,4,1,4,6,3,2,3,5,0,0,0
"AT4G31650",54,57,41,137,93,27,880,162,172,17,33,27
"AT4G31660",4,3,1,6,3,2,0,0,1,0,0,0
"AT4G31670",119,222,180,137,165,46,550,228,173,9,33,18
"AT4G31680",9,2,0,4,8,2,1,0,3,0,0,0
"AT4G31685",3,0,0,1,1,0,0,0,0,0,0,0
"AT4G31690",9,1,1,4,4,4,0,0,0,1,0,0
"AT4G31695",2,0,1,17,22,12,0,0,0,0,0,0
"AT4G31700",438,1374,2313,857,1556,1262,8824,5254,13431,82,320,821
"AT4G31710",16,23,12,4,11,4,12,5,8,0,1,3
"AT4G31715",2,0,0,2,0,0,0,0,0,0,0,0
"AT4G31720",371,434,295,910,550,335,549,293,330,31,68,102
"AT4G08525",0,0,0,1,0,1,1,0,0,0,0,0
"AT4G31730",35,68,34,94,249,59,347,186,79,7,22,12
"AT4G31750",162,185,111,164,179,54,866,300,322,20,28,34
"AT4G31740",6,0,1,1,3,0,0,0,0,0,0,0
"AT4G31760",14,9,1,6,9,2,14,3,4,0,3,0
"AT4G31770",44,76,92,81,108,46,245,144,203,5,13,21
"AT4G31780",152,442,594,445,452,256,870,846,1386,36,92,158
"AT4G31790",57,138,145,78,111,76,361,231,365,4,18,41
"AT4G08565",1,1,0,0,0,0,0,0,0,0,0,0
"AT4G31800",57,176,185,96,152,67,389,179,212,5,22,37
"AT4G31805",10,27,36,10,39,29,22,69,111,1,5,23
"AT4G31810",53,171,255,64,101,83,429,181,501,3,9,33
"AT4G31820",101,139,207,44,85,68,367,224,538,12,31,58
"AT4G31830",11,1,0,17,9,2,38,6,0,0,1,0
"AT4G31840",69,159,343,54,91,60,505,209,287,4,20,9
"AT4G31850",92,401,445,126,445,164,1240,1432,1733,17,114,117
"AT4G08575",3,4,3,2,3,1,0,0,0,0,0,0
"AT4G31860",135,224,161,221,280,55,1097,448,294,26,83,43
"AT4G31870",9,61,26,20,150,39,3,117,42,0,21,9
"AT4G31875",20,25,7,79,86,6,162,63,12,4,12,1
"AT4G31880",132,412,428,256,413,126,2070,1349,1627,28,107,119
"AT4G31890",43,114,124,63,99,40,332,168,159,5,30,19
"AT4G31895",1,0,0,5,2,2,0,0,0,0,0,0
"AT4G31900",20,3,0,9,11,3,1,1,0,0,0,0
"AT4G31910",117,196,140,214,281,63,1876,678,502,32,77,32
"AT4G31920",69,182,141,101,165,52,768,319,517,7,52,46
"AT4G31930",17,49,35,66,72,54,85,38,72,1,8,8
"AT4G31940",11,4,31,9,6,8,110,13,23,0,0,1
"AT4G31950",2,2,1,1,2,1,0,0,0,0,1,0
"AT4G08585",0,0,0,0,1,0,0,0,0,0,0,0
"AT4G08595",2,0,0,1,2,0,0,0,0,0,0,0
"AT4G31960",2,0,0,2,3,3,0,0,0,0,0,0
"AT4G31970",6,0,2,3,1,0,0,0,0,0,0,0
"AT4G31980",43,120,124,108,131,60,238,78,116,8,12,32
"AT4G08615",35,110,119,24,47,27,2,2,0,0,2,3
"AT4G08625",66,79,93,17,32,19,6,1,2,1,2,1
"AT4G31985",252,598,823,1812,1599,2132,2245,1307,2784,38,177,480
"AT4G31990",314,753,1094,484,704,512,3674,1638,4694,37,129,210
"AT4G32000",50,110,86,81,105,21,323,118,85,7,19,13
"AT4G08635",5,1,0,0,0,0,0,0,0,0,0,0
"AT4G32010",214,416,517,166,236,76,1307,571,592,15,52,68
"AT4G32020",1707,3716,3816,4776,4903,1562,4008,1398,1518,114,396,419
"AT4G32030",438,543,433,356,283,125,789,264,475,19,37,49
"AT4G32040",145,233,161,288,227,79,1202,479,496,24,43,45
"AT4G32050",168,383,307,69,83,33,426,157,264,11,28,19
"AT4G32060",1356,2215,2048,932,960,374,3491,1235,1655,122,263,344
"AT4G32070",163,253,190,349,396,84,3340,1346,1185,49,96,82
"AT4G32080",1,1,2,1,0,5,1,0,0,0,0,0
"AT4G32090",0,0,0,2,0,0,0,0,0,0,0,0
"AT4G32100",2,0,0,0,0,0,0,0,0,0,0,0
"AT4G32105",5,0,0,0,1,0,0,0,0,0,0,0
"AT4G32110",2,0,0,4,0,0,0,0,0,0,0,0
"AT4G32120",95,134,186,114,126,48,348,157,154,11,24,25
"AT4G32130",212,258,308,499,300,182,749,260,297,14,30,44
"AT4G32140",229,345,400,145,157,59,871,245,185,9,31,25
"AT4G32150",1572,1998,650,5295,3866,738,3479,965,661,150,324,227
"AT4G32160",174,285,193,187,230,61,941,333,381,31,59,53
"AT4G32170",4,1,0,4,3,1,1,0,0,0,0,0
"AT4G32175",21,44,42,33,34,29,104,74,118,0,11,9
"AT4G32180",304,579,693,313,414,153,2815,950,1169,41,92,85
"AT4G32190",53,87,78,111,228,52,661,634,821,14,67,66
"AT4G32200",41,51,105,26,16,14,138,39,110,7,2,2
"AT4G32205",4,5,4,4,1,3,1,1,0,0,0,1
"AT4G32210",423,675,542,1155,1022,545,3249,988,1803,62,136,234
"AT4G32208",6,12,12,14,39,12,56,66,119,0,7,7
"AT4G32212",21,5,17,20,8,6,54,18,48,0,0,3
"AT4G32215",2,0,0,0,1,0,0,0,0,0,0,0
"AT4G32220",6,1,4,1,5,2,10,2,8,0,1,0
"AT4G32230",3,1,0,4,2,1,0,0,0,0,0,0
"AT4G32240",128,230,192,659,924,578,277,138,181,30,53,95
"AT4G32250",172,294,279,73,91,52,713,224,318,10,26,33
"AT4G32260",820,1515,2985,4878,2814,3717,2813,3548,8528,137,341,1140
"AT4G32270",41,73,66,106,139,59,312,117,121,10,25,25
"AT4G32265",3,1,0,4,1,0,1,0,0,0,0,0
"AT4G32272",146,292,253,111,89,68,273,97,99,5,21,18
"AT4G08665",2,2,1,0,2,0,0,0,0,0,0,0
"AT4G32280",46,21,16,212,41,15,519,39,45,19,5,6
"AT4G32285",370,608,915,667,580,228,5040,1301,1623,94,140,146
"AT4G32290",237,363,271,94,90,37,542,170,95,9,19,15
"AT4G32295",8,35,38,23,52,22,43,33,47,3,5,13
"AT4G32300",197,366,778,219,299,81,1619,572,404,39,85,63
"AT4G32320",170,315,247,444,217,121,445,344,310,11,36,47
"AT4G32330",115,157,147,328,495,242,2447,1118,1651,23,111,188
"AT4G32340",68,177,186,1177,353,327,556,482,923,11,46,86
"AT4G32342",2,0,0,0,0,1,3,1,0,0,0,0
"AT4G32350",85,92,80,160,147,55,782,223,260,12,35,22
"AT4G32360",41,88,129,43,58,27,198,84,173,6,9,26
"AT4G32370",6,0,0,2,0,0,0,0,0,0,0,0
"AT4G32375",2,0,0,2,2,2,0,0,0,0,0,0
"AT4G32380",7,1,0,2,3,0,0,0,0,0,0,0
"AT4G32390",282,522,1071,353,277,120,1902,562,553,29,40,41
"AT4G32400",51,179,240,169,231,113,549,410,617,17,41,90
"AT4G32410",4096,10005,9550,2556,4198,927,21947,10874,5572,378,1065,532
"AT4G32420",151,431,488,134,265,127,822,622,822,13,62,79
"AT4G32430",18,25,47,16,22,10,33,22,63,2,3,9
"AT4G32440",308,420,388,233,173,64,586,167,166,18,48,37
"AT4G32450",43,69,61,52,45,19,159,69,111,0,16,14
"AT4G32460",1267,670,1135,1740,334,196,19645,790,868,168,70,88
"AT4G32470",226,331,367,992,751,702,2186,886,1971,20,53,134
"AT4G32475",10,7,1,270,194,129,8,1,22,0,0,1
"AT4G32480",199,225,298,704,375,53,1671,461,360,48,54,51
"AT4G32490",6,3,3,1,1,1,0,0,0,0,0,0
"AT4G32500",61,2,5,64,7,1,345,3,0,7,0,0
"AT4G32510",10,6,12,4,8,5,3,0,8,0,0,1
"AT4G32520",218,511,662,188,244,135,1301,733,1674,23,49,107
"AT4G32530",200,323,364,594,591,323,2634,751,758,21,72,96
"AT4G32535",0,0,0,0,0,0,0,0,0,0,0,0
"AT4G32540",5,7,2,4,4,1,8,3,9,0,0,1
"AT4G32551",265,625,594,284,454,180,2721,1398,1613,36,133,145
"AT4G32560",41,69,60,63,69,24,379,142,172,8,12,14
"AT4G32570",115,341,495,276,338,243,700,423,665,25,101,157
"AT4G32580",5,4,0,1,2,1,3,1,1,0,0,0
"AT4G32590",66,217,213,79,178,376,153,289,659,6,25,97
"AT4G32600",169,417,394,195,285,85,1090,537,402,19,75,53
"AT4G32605",34,98,117,46,61,66,268,100,291,5,12,25
"AT4G32610",110,180,196,262,301,89,1135,570,730,30,57,72
"AT4G32620",209,395,383,260,389,102,2691,1070,1346,26,105,105
"AT4G32630",6,2,1,5,6,1,1,1,0,0,0,0
"AT4G32640",1166,2029,1763,560,699,253,4690,1319,2130,76,168,175
"AT4G32650",271,432,474,289,278,88,1657,493,281,26,44,32
"AT4G32660",216,489,398,240,245,125,583,244,365,13,40,77
"AT4G08705",0,0,0,0,0,1,0,0,0,0,0,0
"AT4G32670",110,244,276,53,95,23,299,135,91,8,12,18
"AT4G32680",109,162,149,226,165,59,401,181,166,12,25,26
"AT4G32690",33,74,39,70,127,56,303,141,150,5,18,18
"AT4G32700",103,272,342,78,181,68,665,436,467,5,47,40
"AT4G32710",54,117,179,79,123,49,460,373,252,4,33,29
"AT4G32714",0,0,0,1,0,1,0,0,0,0,0,0
"AT4G32717",4,0,0,1,0,0,0,0,0,0,0,0
"AT4G32720",198,399,407,272,229,113,1586,728,1322,28,49,100
"AT4G32730",128,298,310,132,236,69,978,475,667,13,60,55
"AT4G32750",109,223,162,100,105,45,272,84,45,11,12,14
"AT4G32760",635,892,783,637,593,180,4514,1481,1422,146,167,177
"AT4G32765",2,0,0,14,7,4,0,0,0,0,0,0
"AT4G32770",35,166,170,26,76,39,110,223,319,3,24,31
"AT4G32780",10,1,7,16,24,3,238,63,54,2,6,3
"AT4G32790",62,154,110,65,142,36,243,188,73,7,47,23
"AT4G32800",5,13,37,4,21,21,9,16,24,0,1,7
"AT4G32810",40,32,11,12,17,7,87,16,15,0,2,3
"AT4G32820",141,271,276,149,199,82,1577,610,694,19,75,67
"AT4G32830",49,133,133,67,74,43,304,115,253,6,19,17
"AT4G32840",58,114,130,89,94,34,443,226,287,4,12,16
"AT4G32850",819,1445,1444,485,493,168,3940,1102,1321,91,162,135
"AT4G32860",9,29,34,112,111,26,355,100,67,4,13,6
"AT4G32870",10,30,40,111,132,39,179,40,86,1,0,7
"AT4G32880",132,366,327,136,196,53,1202,505,525,24,60,39
"AT4G32890",50,40,80,95,42,20,461,93,164,8,10,13
"AT4G32900",90,153,145,132,132,88,382,258,270,6,19,23
"AT4G32910",257,454,598,238,214,78,930,315,489,55,58,55
"AT4G32915",53,179,250,187,313,347,390,370,764,13,39,159
"AT4G32920",327,823,1035,183,210,88,1116,555,403,26,60,49
"AT4G32930",89,98,94,177,111,64,810,213,457,10,23,34
"AT4G32940",1217,2808,1255,1160,1392,155,8289,3608,753,100,320,98
"AT4G32950",5,5,6,5,17,1,38,22,23,1,5,3
"AT4G32960",46,91,97,150,118,50,574,184,282,12,14,29
"AT4G32970",24,45,68,31,56,19,140,98,115,3,4,17
"AT4G32980",31,160,182,60,226,117,170,265,376,5,78,116
"AT4G08715",4,1,0,1,0,0,0,0,0,0,0,0
"AT4G32990",12,10,29,3,17,7,4,0,3,0,1,2
"AT4G33000",66,259,392,56,125,108,100,143,203,2,18,46
"AT4G33010",781,12313,11905,743,7020,2194,9099,28240,31279,92,1910,1592
"AT4G33020",13,11,16,4,6,1,27,7,11,0,0,0
"AT4G33030",208,365,1775,536,367,851,1524,508,3627,55,51,578
"AT4G33040",46,107,24,71,89,20,190,73,43,5,12,7
"AT4G33050",34,74,247,84,93,59,389,114,376,3,11,45
"AT4G33060",125,281,294,138,108,61,758,269,361,18,45,53
"AT4G33070",41,75,37,26,35,11,270,108,87,5,13,9
"AT4G08725",2,0,0,0,0,0,0,0,0,0,0,0
"AT4G33080",179,336,337,280,394,145,2290,994,1003,36,83,109
"AT4G33090",781,1390,1383,824,870,387,10481,3276,4425,75,205,224
"AT4G33100",31,47,34,115,120,94,74,23,33,2,14,21
"AT4G33110",150,456,227,496,592,249,1455,1293,1136,36,120,103
"AT4G33120",360,298,72,849,565,82,6128,1259,411,66,108,20
"AT4G33130",55,52,50,56,44,16,121,32,71,1,8,10
"AT4G33140",61,111,117,83,103,44,264,118,212,1,13,37
"AT4G33145",3,2,3,4,3,1,9,1,6,0,0,0
"AT4G33150",756,788,362,1710,1059,185,9898,1944,1064,197,281,113
"AT4G33160",23,44,55,51,75,16,137,68,79,2,13,14
"AT4G33170",22,22,30,16,20,4,54,27,50,1,2,6
"AT4G33180",140,228,81,170,147,37,363,169,185,11,33,22
"AT4G33200",324,815,766,233,398,123,2147,918,913,33,98,92
"AT4G33210",661,1080,1121,466,406,156,3310,818,880,71,104,89
"AT4G33220",470,588,1178,421,292,142,5100,1056,715,40,60,38
"AT4G33230",1,0,0,2,5,0,0,0,0,0,0,0
"AT4G33240",560,1156,1064,626,775,228,5725,2199,1939,77,241,137
"AT4G08775",6,4,3,5,11,1,3,2,0,0,0,0
"AT4G33250",307,572,592,2087,962,644,2400,985,1792,51,96,218
"AT4G33260",100,182,386,85,102,44,467,187,408,6,32,60
"AT4G33270",116,245,586,90,134,75,619,226,631,7,45,87
"AT4G33280",3,8,5,2,8,1,15,3,11,0,1,1
"AT4G33290",7,0,0,2,1,2,0,0,0,0,0,0
"AT4G33300",281,758,893,393,539,121,2490,991,836,42,126,78
"AT4G08785",2,0,0,2,8,0,2,0,1,1,0,0
"AT4G33310",0,0,0,1,3,0,2,0,1,1,0,0
"AT4G33320",6,0,1,6,6,0,18,5,10,0,2,2
"AT4G33330",22,23,34,16,36,7,139,61,34,1,14,2
"AT4G33350",41,139,168,104,112,88,512,342,724,11,27,44
"AT4G33355",4,0,0,2,2,0,0,0,0,0,0,0
"AT4G33360",188,396,368,222,210,132,1743,466,1069,15,57,88
"AT4G33370",4,0,0,3,2,1,0,0,2,0,0,0
"AT4G33380",134,237,368,684,553,189,1269,697,550,46,122,127
"AT4G33390",14,2,0,3,10,0,0,2,4,0,0,0
"AT4G33400",55,219,281,78,124,60,597,347,467,10,26,45
"AT4G33410",164,303,308,134,146,51,389,140,115,5,14,17
"AT4G33420",111,155,157,164,148,33,1474,350,141,10,32,10
"AT4G33430",585,1105,1298,440,484,125,3548,1317,703,38,121,83
"AT4G33440",68,207,234,35,89,25,207,137,104,4,28,25
"AT4G33450",5,0,0,3,1,3,1,1,0,0,0,0
"AT4G33460",45,124,131,129,70,76,202,135,229,8,12,28
"AT4G33465",4,0,0,2,2,0,7,0,0,0,0,0
"AT4G33467",66,56,1,102,81,8,470,105,5,9,9,0
"AT4G33470",81,254,381,92,248,182,180,254,508,9,41,102
"AT4G33480",71,188,220,152,92,91,519,204,727,3,19,35
"AT4G33490",102,135,190,73,64,37,214,69,125,3,12,19
"AT4G33495",19,40,48,58,62,28,125,48,107,4,16,20
"AT4G33500",93,201,298,72,203,103,531,422,713,4,63,72
"AT4G33510",233,1183,1284,373,579,305,2418,2015,3019,30,133,138
"AT4G33520",327,843,810,614,491,469,775,857,1420,35,83,164
"AT4G33530",355,967,1775,354,475,205,3019,1375,1043,50,135,107
"AT4G33540",116,209,225,279,210,155,788,381,686,14,20,65
"AT4G33550",85,299,69,219,406,43,1523,1103,146,17,100,9
"AT4G33560",2,6,4,7,27,12,22,12,23,0,0,2
"AT4G33565",59,91,114,206,218,70,340,156,110,5,34,52
"AT4G33580",173,302,369,347,384,203,2321,898,1254,27,91,120
"AT4G33585",1,0,0,2,1,0,0,0,0,0,0,0
"AT4G33590",10,4,6,5,4,2,17,6,0,0,0,0
"AT4G33600",5,1,0,0,2,2,0,0,0,0,0,0
"AT4G33610",10,0,0,3,4,0,0,0,0,0,0,0
"AT4G33620",61,142,71,55,88,19,266,150,133,12,15,28
"AT4G33625",159,349,313,218,261,126,1003,368,343,17,41,60
"AT4G33630",191,570,612,334,575,216,1918,1487,1655,44,145,147
"AT4G08795",2,2,0,0,0,0,6,0,0,0,0,0
"AT4G33640",76,122,86,638,461,332,1746,447,529,21,55,74
"AT4G08805",2,0,0,2,3,3,5,0,0,0,0,0
"AT4G33650",300,623,628,249,296,125,1555,630,825,18,49,83
"AT4G33660",28,143,72,40,188,48,124,232,218,2,19,17
"AT4G33666",51,98,35,148,388,132,239,263,272,3,26,35
"AT4G08815",2,0,0,0,1,0,0,0,0,0,0,0
"AT4G33670",298,237,297,856,233,203,804,223,550,27,34,83
"AT4G08825",1,0,0,0,0,0,0,0,0,0,0,0
"AT4G33680",174,482,780,152,284,307,2062,1096,3822,24,51,170
"AT4G33690",30,53,32,122,118,51,156,58,89,7,17,21
"AT4G33700",181,495,411,143,277,56,895,496,258,17,59,27
"AT4G33710",5,0,0,0,1,0,0,0,0,0,0,0
"AT4G33720",0,1,0,1,0,1,3,0,1,0,0,0
"AT4G33730",22,11,38,10,4,2,121,22,41,1,1,5
"AT4G33735",0,0,2,5,3,1,4,1,1,0,0,0
"AT4G33740",136,109,131,368,265,46,2305,597,308,22,42,35
"AT4G33760",134,407,547,149,220,120,815,486,967,10,58,73
