"Gene.ID","Col.D.N","Col.DL.N","Col.WL.N","Col.D.F","Col.DL.F","Col.WL.F","Col.D.P","Col.DL.P","Col.WL.P","Col.D.SM","Col.DL.SM","Col.WL.SM"
"AT2G04360",137,291,295,271,240,187,577,339,662,14,40,61
"AT2G04378",608,616,338,1017,885,302,677,223,327,46,83,119
"AT2G04380",4,1,7,20,15,8,5,3,5,0,0,0
"AT2G04390",169,395,529,463,516,473,2207,1183,2798,25,73,168
"AT2G04395",2,1,1,1,0,0,0,0,0,1,0,0
"AT2G04400",146,220,265,171,185,95,726,387,601,12,43,59
"AT2G04410",143,200,162,916,946,558,2346,937,833,35,104,100
"AT2G04420",2,0,0,6,2,1,0,0,2,0,0,1
"AT2G04425",2,0,1,1,1,0,0,0,0,0,0,0
"AT2G04430",55,62,91,59,62,30,127,55,89,9,7,15
"AT2G04440",10,4,5,1,5,3,0,0,0,0,0,0
"AT2G04450",7,4,33,9,10,16,10,8,77,0,2,16
"AT2G04460",4,1,26,6,2,47,7,3,145,0,0,28
"AT2G04470",8,0,0,3,3,2,0,0,0,0,0,0
"AT2G04480",5,3,10,9,12,2,8,3,5,0,0,0
"AT2G04490",20,10,10,13,27,7,5,1,2,0,1,1
"AT2G04495",4,0,0,2,0,1,1,0,3,0,0,4
"AT2G04500",42,31,38,64,17,16,126,16,25,5,6,7
"AT2G04510",8,0,0,1,1,1,0,0,0,0,0,0
"AT2G04515",1,0,3,6,4,3,0,1,2,1,0,0
"AT2G04520",119,259,134,271,342,151,2947,1300,1487,14,70,98
"AT2G04530",26,47,83,41,63,55,165,163,387,3,17,27
"AT2G04540",141,194,251,145,80,38,320,106,253,15,12,25
"AT2G04550",171,285,239,193,155,68,895,266,330,9,24,39
"AT2G04560",39,62,64,33,47,4,73,19,33,2,5,9
"AT2G04570",317,400,454,355,252,59,3006,661,336,34,48,31
"AT2G04580",2,2,0,4,2,0,1,0,1,0,2,0
"AT2G04775",2,1,0,0,1,0,0,0,0,0,0,0
"AT2G04785",1,1,0,4,1,2,4,1,1,0,2,1
"AT2G04805",1,1,1,1,2,1,0,0,0,0,0,0
"AT2G04590",1,0,0,3,2,1,0,0,0,0,0,0
"AT2G04600",1,0,3,2,3,0,0,0,0,0,0,0
"AT2G04610",7,0,0,0,4,0,0,0,0,0,0,0
"AT2G04620",109,163,219,65,77,11,394,128,104,8,16,10
"AT2G04621",2,0,1,1,2,1,3,0,0,0,0,0
"AT2G04622",0,1,0,0,0,0,0,0,0,0,0,0
"AT2G04625",1,0,1,0,1,0,0,0,0,0,0,0
"AT2G04630",51,109,115,322,276,227,724,330,604,5,50,85
"AT2G04650",73,91,90,63,60,40,430,143,222,4,8,19
"AT2G04660",58,112,155,49,100,30,380,178,271,3,36,39
"AT2G04670",30,9,0,22,12,9,0,0,1,0,0,0
"AT2G04675",0,0,1,0,3,0,0,0,0,0,0,0
"AT2G04680",14,15,32,27,22,10,163,31,59,2,2,8
"AT2G04690",416,346,208,837,457,134,2473,432,193,33,57,41
"AT2G04700",142,438,455,1156,990,1376,1029,1013,1961,31,80,235
"AT2G04710",9,0,0,5,4,1,0,0,0,0,0,0
"AT2G04720",2,0,0,0,0,0,0,0,0,0,0,0
"AT2G04730",3,4,0,3,1,1,0,0,0,0,0,0
"AT2G04740",75,170,129,92,123,53,384,165,267,12,31,28
"AT2G04750",3,0,0,7,2,2,0,0,0,0,0,0
"AT2G04760",5,0,0,14,8,2,0,0,0,0,0,0
"AT2G04770",2,0,0,2,2,1,0,0,0,0,0,0
"AT2G04780",359,1076,991,393,770,179,3410,1771,873,28,164,109
"AT2G04790",28,116,89,73,404,212,49,94,120,5,23,43
"AT2G04795",2,1,20,19,37,27,32,32,60,1,0,8
"AT2G04800",23,31,21,117,153,52,348,105,67,3,21,7
"AT2G04810",5,1,0,1,4,2,0,0,0,0,0,0
"AT2G04820",6,0,0,3,3,0,0,0,0,0,0,0
"AT2G04830",5,0,0,0,2,0,0,0,0,0,0,0
"AT2G04815",0,0,0,0,1,0,0,0,0,0,0,0
"AT2G04840",8,0,0,5,3,0,0,0,0,0,0,0
"AT2G04842",165,540,762,183,409,222,1647,1548,2880,35,105,207
"AT2G04845",10,38,48,34,37,22,168,65,119,2,9,14
"AT2G04850",35,60,97,40,46,16,290,127,71,3,3,6
"AT2G04852",6,15,19,7,5,2,25,1,6,0,1,2
"AT2G04860",9,30,43,6,14,7,55,9,37,3,4,5
"AT2G04865",119,240,228,97,143,52,855,428,458,22,46,57
"AT2G04870",4,0,0,0,2,1,0,0,0,0,0,0
"AT2G04880",125,232,264,146,222,81,1084,523,609,15,72,73
"AT2G04890",44,77,74,135,96,35,339,89,125,11,16,25
"AT2G04900",333,456,236,661,485,366,1021,330,381,27,66,73
"AT2G04910",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G04920",3,0,0,2,1,1,0,0,0,0,0,0
"AT2G04925",1,0,0,0,0,0,0,0,0,0,0,0
"AT2G04930",2,0,0,1,2,1,0,0,0,0,0,0
"AT2G04940",132,218,223,218,96,56,587,152,323,8,10,33
"AT2G04950",9,2,0,4,7,2,0,0,0,0,0,0
"AT2G04970",21,4,0,12,9,7,0,0,0,0,0,0
"AT2G04980",12,2,1,12,11,4,0,0,0,0,0,0
"AT2G04990",11,1,1,5,8,2,0,0,0,0,0,0
"AT2G05000",0,0,0,2,3,1,1,0,0,0,0,0
"AT2G05010",8,0,0,9,16,4,0,0,0,0,0,0
"AT2G04835",3,0,0,1,0,1,0,0,0,0,0,0
"AT2G04825",0,0,0,0,1,1,0,0,0,0,0,0
"AT2G05020",7,0,0,2,2,3,0,0,0,0,0,0
"AT2G05025",3,1,0,4,6,0,0,0,0,0,0,0
"AT2G05030",3,1,2,1,3,0,0,0,1,0,0,0
"AT2G05040",9,2,1,6,17,12,0,0,0,0,0,2
"AT2G05050",6,4,0,1,5,3,0,0,0,0,0,0
"AT2G05060",2,0,0,2,3,3,0,0,0,0,0,0
"AT2G05070",223,9465,5206,229,4440,2174,1317,19101,22101,10,763,916
"AT2G05080",15,4,0,2,11,5,0,0,0,0,2,0
"AT2G05082",4,0,0,0,1,1,0,0,0,0,0,0
"AT2G05084",5,2,1,2,3,3,0,0,0,0,0,0
"AT2G05087",1,0,0,0,1,1,0,0,0,0,0,0
"AT2G05090",5,0,0,2,5,2,0,0,0,0,0,0
"AT2G05100",386,12759,7182,399,5258,2431,2625,24331,29531,25,968,1099
"AT2G05110",12,1,0,17,15,9,0,0,0,0,0,0
"AT2G05115",1,0,0,2,1,2,0,0,0,0,0,0
"AT2G05105",3,0,0,0,2,3,0,0,0,0,0,0
"AT2G04855",1,0,1,0,2,0,0,0,0,0,0,0
"AT2G05117",3,0,0,1,2,2,0,0,0,0,0,0
"AT2G04875",2,0,0,0,1,1,0,0,0,0,0,0
"AT2G05120",71,159,182,53,129,53,683,277,569,5,33,34
"AT2G05130",8,0,2,2,7,2,0,0,0,0,0,0
"AT2G05133",0,0,0,2,0,0,0,0,0,0,0,0
"AT2G05140",1,0,0,0,3,1,0,0,0,0,0,0
"AT2G05150",2,0,0,1,1,2,0,0,0,0,0,0
"AT2G05160",20,60,59,20,78,30,75,162,144,4,24,32
"AT2G05170",196,492,467,392,396,148,3294,1022,1260,38,88,128
"AT2G05171",16,28,24,2,3,1,2,2,0,0,1,0
"AT2G05180",23,27,27,16,13,2,62,9,12,2,4,2
"AT2G05185",103,90,52,95,49,19,113,18,32,5,10,8
"AT2G05190",0,0,0,0,1,0,0,0,0,0,0,0
"AT2G05200",12,6,0,4,13,3,0,0,1,0,0,0
"AT2G05210",102,247,194,120,171,71,387,179,231,14,41,62
"AT2G05220",348,743,993,1285,1027,958,3230,1885,3863,50,140,411
"AT2G05230",193,356,386,258,368,132,2192,826,953,39,94,98
"AT2G05240",19,15,2,16,18,4,27,4,1,0,0,0
"AT2G05250",190,366,387,258,363,137,2246,838,954,37,94,101
"AT2G05260",41,72,78,124,132,49,417,185,153,8,19,9
"AT2G05270",1,1,0,2,2,2,3,0,0,0,0,0
"AT2G05280",18,14,13,6,11,7,16,2,6,0,2,0
"AT2G05290",24,18,23,12,11,2,13,1,4,0,0,1
"AT2G04885",5,1,0,2,7,0,0,0,0,0,0,0
"AT2G05294",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G05300",21,50,39,20,18,19,38,11,15,1,4,7
"AT2G05310",158,469,458,404,785,773,614,457,957,16,125,241
"AT2G05320",66,72,131,113,115,32,430,196,132,12,18,17
"AT2G05330",15,8,0,7,5,4,7,3,0,0,0,1
"AT2G05335",4,0,1,0,0,0,0,0,0,0,0,0
"AT2G04895",4,2,0,3,4,0,0,0,0,0,1,0
"AT2G05340",1,0,0,1,3,0,0,0,0,0,0,0
"AT2G05350",6,6,0,5,11,7,1,0,2,0,0,0
"AT2G05360",2,0,0,6,3,0,0,0,0,0,0,0
"AT2G05370",4,0,0,2,8,2,0,0,0,1,0,0
"AT2G05380",1900,1852,7622,12027,5551,4462,54911,11128,19983,504,680,1560
"AT2G05390",14,3,0,12,16,7,0,0,0,0,0,0
"AT2G05400",19,22,1,34,50,0,76,20,0,2,9,0
"AT2G05410",0,0,0,3,0,0,1,0,0,0,0,0
"AT2G05420",2,0,0,2,1,2,0,0,1,0,0,0
"AT2G05430",5,0,1,0,2,2,0,0,0,0,0,0
"AT2G05435",4,0,0,1,3,0,0,0,0,0,0,0
"AT2G05440",39,70,290,214,321,194,1060,642,997,10,29,100
"AT2G05441",5,1,1,1,1,1,0,2,0,0,0,0
"AT2G05450",23,3,0,13,16,5,0,0,0,0,0,0
"AT2G05460",5,1,0,3,1,0,0,0,0,0,0,0
"AT2G05470",1,0,0,2,2,2,0,0,0,0,0,0
"AT2G05475",2,1,0,2,3,3,0,0,0,0,0,0
"AT2G05480",3,0,0,1,4,0,0,0,0,0,0,0
"AT2G05490",14,0,0,8,6,7,0,0,0,0,0,0
"AT2G04905",0,0,0,1,0,0,0,0,0,0,0,0
"AT2G05510",225,265,72,1569,1752,62,7571,3258,185,55,137,11
"AT2G05518",23,38,14,100,87,20,25,14,2,4,9,1
"AT2G05520",971,1608,1927,3272,4279,1507,14766,7991,5926,149,508,534
"AT2G05530",3,0,0,1,3,1,1,0,0,0,0,0
"AT2G05540",308,581,133,3375,3014,150,10785,3918,295,105,279,52
"AT2G05550",18,1,0,16,16,5,0,0,0,0,0,0
"AT2G05560",14,2,0,22,15,10,0,0,0,0,0,0
"AT2G05562",4,1,1,0,2,0,0,0,0,0,0,0
"AT2G05564",0,0,0,0,0,3,0,0,0,0,0,0
"AT2G05567",5,1,0,0,2,0,0,0,0,0,0,0
"AT2G05570",20,3,0,8,4,5,0,0,0,0,0,0
"AT2G05580",60,28,8,45,36,5,95,36,8,1,3,0
"AT2G04915",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G05590",70,160,179,251,168,64,273,103,127,9,17,18
"AT2G05600",4,0,0,2,2,2,0,0,0,0,0,0
"AT2G05610",16,2,0,6,7,11,0,0,0,0,0,0
"AT2G05620",69,295,450,746,994,823,688,1164,1425,29,148,306
"AT2G05630",67,107,66,139,148,60,712,253,228,6,8,18
"AT2G05632",33,44,41,74,79,73,45,14,22,2,6,22
"AT2G05635",4,1,1,1,1,2,0,2,0,0,0,0
"AT2G05640",11,3,0,4,7,2,0,0,0,0,0,0
"AT2G05642",7,0,0,9,6,1,0,0,0,0,0,0
"AT2G05645",4,0,0,2,0,0,0,0,0,0,0,0
"AT2G05647",2,1,0,0,0,0,0,0,0,0,0,0
"AT2G05660",25,5,0,12,16,3,3,0,0,0,0,0
"AT2G05670",2,0,0,1,1,2,0,0,0,0,0,0
"AT2G05655",1,3,1,4,8,10,5,2,1,0,0,0
"AT2G04945",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G05680",5,4,0,4,5,3,0,0,0,0,0,0
"AT2G05690",8,0,0,8,11,2,0,0,0,0,0,0
"AT2G05700",10,4,0,4,8,5,1,0,0,0,0,0
"AT2G05710",2017,4196,3455,1575,1931,681,14692,4540,6171,130,378,353
"AT2G05715",1,0,0,3,1,1,0,0,0,0,0,0
"AT2G05720",8,0,1,2,2,0,0,0,0,0,0,1
"AT2G05730",1,1,0,2,12,0,0,0,0,0,0,0
"AT2G05740",1,2,0,3,13,0,0,0,0,0,0,0
"AT2G05750",11,2,0,2,8,6,0,0,0,0,0,0
"AT2G05752",7,1,0,3,3,3,0,0,0,0,0,0
"AT2G05755",85,184,165,75,105,36,218,118,82,3,17,16
"AT2G05753",1,0,0,1,2,1,0,0,0,0,0,0
"AT2G05760",46,133,201,19,34,17,102,80,66,1,6,7
"AT2G05765",13179,13402,10262,266,337,312,225,114,219,8,14,43
"AT2G04955",153237,76743,17269,217,394,334,1106,164,361,16,33,82
"AT2G04965",246795,312000,80323,4257,4386,3016,5522,1028,1614,124,432,473
"AT2G05770",4,0,0,0,4,2,0,0,0,0,0,0
"AT2G04975",0,0,0,0,1,1,0,0,0,0,0,0
"AT2G04985",5,1,0,1,3,1,0,0,0,0,0,0
"AT2G04995",2,0,0,1,0,1,0,0,0,0,0,0
"AT2G05780",11,0,0,7,5,3,0,0,0,0,0,0
"AT2G05786",1,0,0,0,0,0,0,0,0,0,0,0
"AT2G05790",209,460,1012,329,329,135,2793,861,715,31,89,82
"AT2G05800",11,5,0,10,17,6,0,0,0,0,0,0
"AT2G05801",1,0,0,0,1,0,0,0,0,0,0,0
"AT2G05005",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G05810",26,50,96,68,84,27,615,148,237,14,24,24
"AT2G05812",41,51,56,60,53,18,185,85,99,17,22,14
"AT2G05820",3,1,0,2,2,0,0,0,0,0,0,0
"AT2G05830",150,328,311,169,181,128,1214,385,886,12,38,53
"AT2G05840",191,411,487,641,537,413,1643,698,1357,25,62,158
"AT2G05845",5,3,0,0,5,2,0,0,0,0,0,0
"AT2G05850",5,3,2,1,3,2,0,0,0,0,0,0
"AT2G05860",6,0,1,2,5,1,0,0,0,0,0,0
"AT2G05870",0,0,0,1,1,1,0,0,0,0,0,0
"AT2G05880",1,0,0,2,0,0,0,0,0,0,0,0
"AT2G05890",8,1,0,2,5,2,0,0,0,0,0,0
"AT2G05900",4,0,0,1,2,0,0,0,0,0,0,0
"AT2G05910",7,4,4,10,17,7,50,11,36,1,0,2
"AT2G05914",20,13,8,25,33,8,14,0,2,0,2,3
"AT2G05915",0,0,0,0,2,2,0,0,0,0,0,0
"AT2G05920",1324,4859,7154,581,901,268,7313,3501,1735,55,221,167
"AT2G05930",6,1,0,9,11,5,0,0,0,0,0,0
"AT2G05935",8,2,0,11,15,3,0,0,0,0,0,0
"AT2G05940",52,206,191,135,214,94,673,391,464,5,59,37
"AT2G05950",1,0,0,1,5,1,0,0,0,0,0,0
"AT2G05960",16,3,0,17,25,9,2,0,0,0,0,0
"AT2G05970",0,0,0,2,4,1,0,0,0,0,0,0
"AT2G05980",13,1,0,13,11,5,0,1,1,0,0,0
"AT2G05985",0,0,2,0,1,0,0,0,0,0,0,0
"AT2G05990",353,785,1353,445,429,373,3633,1345,3672,18,87,208
"AT2G05995",11,12,13,10,10,11,11,4,11,0,0,2
"AT2G06000",51,133,182,88,147,61,396,198,261,16,43,29
"AT2G06002",11,6,4,15,17,3,15,5,2,2,2,7
"AT2G06005",79,98,89,70,81,31,130,44,50,2,9,9
"AT2G06010",116,185,106,387,268,179,347,113,136,7,29,36
"AT2G06020",4,0,0,6,0,0,0,0,0,0,0,0
"AT2G06025",149,364,287,387,408,193,1149,550,534,21,82,66
"AT2G06040",53,81,70,73,74,21,205,81,145,10,17,21
"AT2G06045",0,0,0,4,0,0,0,0,0,0,0,0
"AT2G06050",80,204,209,222,156,90,699,277,423,13,34,26
"AT2G06060",9,1,0,4,9,0,0,0,0,0,0,0
"AT2G06070",12,1,0,9,9,3,0,0,0,0,0,0
"AT2G06080",7,0,0,1,1,1,0,0,0,0,0,0
"AT2G06090",1,0,0,1,0,1,0,0,0,0,0,0
"AT2G06095",3,0,0,1,0,1,0,0,0,0,0,0
"AT2G06100",8,1,0,1,3,2,0,0,0,0,0,0
"AT2G06110",8,0,0,10,5,2,0,0,0,0,0,0
"AT2G06120",7,4,0,9,6,0,0,0,0,0,0,0
"AT2G06125",0,0,0,0,1,1,0,0,0,0,0,0
"AT2G06130",9,3,0,4,3,0,0,0,0,0,0,0
"AT2G06140",5,0,0,3,4,1,0,0,0,0,0,0
"AT2G06105",8,0,0,8,6,1,0,0,0,0,0,0
"AT2G06150",4,0,0,10,10,1,0,0,0,0,0,0
"AT2G06160",7,0,0,2,3,1,0,0,0,0,0,0
"AT2G06165",0,1,0,3,2,2,0,0,0,0,0,0
"AT2G06166",2,0,0,0,0,0,0,0,0,0,0,0
"AT2G06170",7,3,0,10,7,3,0,0,0,0,0,0
"AT2G06180",6,1,0,1,11,4,0,0,0,0,0,0
"AT2G06190",5,0,0,4,1,2,0,0,0,0,0,0
"AT2G06200",20,18,16,40,13,3,106,16,22,3,4,2
"AT2G06210",235,528,624,214,355,95,2425,1085,1250,22,82,79
"AT2G06220",9,0,0,11,8,3,0,0,0,0,0,0
"AT2G06230",5,0,0,1,2,0,0,0,0,0,0,0
"AT2G06235",6,1,0,5,3,1,0,0,0,0,0,0
"AT2G06240",7,3,0,7,3,1,0,0,0,0,0,0
"AT2G06245",4,2,1,3,1,3,0,0,0,0,0,0
"AT2G06250",3,0,0,2,8,4,0,0,0,0,0,0
"AT2G06255",5,22,1,42,49,15,40,25,11,4,5,5
"AT2G06260",2,0,0,8,4,3,0,0,0,0,0,0
"AT2G06270",4,1,1,6,2,2,0,0,0,0,0,0
"AT2G06280",3,1,0,1,1,0,0,0,0,0,0,0
"AT2G06285",6,0,0,0,3,1,0,0,0,0,0,0
"AT2G06290",50,4,0,27,53,9,0,0,0,0,0,0
"AT2G06296",2,0,0,1,1,1,0,0,0,0,0,0
"AT2G06303",2,0,0,0,2,1,0,0,0,0,0,0
"AT2G06310",5,0,0,4,9,5,0,0,0,0,0,0
"AT2G06330",6,1,0,9,4,1,0,0,0,0,0,0
"AT2G06335",0,0,0,1,1,3,0,0,0,0,0,0
"AT2G06340",1,2,0,4,5,1,0,0,0,0,0,0
"AT2G06350",14,1,0,13,10,2,0,0,0,0,0,0
"AT2G06370",3,0,0,0,1,1,0,0,0,0,0,0
"AT2G06380",2,0,0,3,3,0,0,0,0,0,0,0
"AT2G06390",2,2,0,0,0,0,0,0,0,0,0,0
"AT2G06400",12,7,0,6,3,3,0,0,0,0,0,0
"AT2G06265",2,1,0,1,3,1,0,0,0,0,0,0
"AT2G06410",7,2,0,4,3,0,0,0,0,0,0,0
"AT2G06420",13,1,0,4,15,3,0,0,0,0,0,0
"AT2G06430",33,2,0,13,23,7,0,0,0,0,0,0
"AT2G06440",33,9,0,14,13,18,0,0,0,0,0,0
"AT2G06450",8,4,0,7,8,3,0,0,0,0,0,0
"AT2G06460",3,0,0,0,2,0,0,0,0,0,0,0
"AT2G06470",16,0,0,16,25,11,0,0,0,0,0,0
"AT2G06480",0,0,0,0,4,0,0,0,0,0,0,0
"AT2G06425",4,0,0,2,1,0,0,0,0,0,0,0
"AT2G06490",8,0,0,3,6,2,0,0,0,0,0,0
"AT2G06500",10,2,0,4,4,1,0,0,0,0,0,0
"AT2G06510",32,95,87,35,54,18,442,194,178,4,12,20
"AT2G06520",1096,6180,7150,3360,8667,13632,8212,13373,21621,101,936,2576
"AT2G06530",126,230,315,241,266,97,2067,752,790,18,49,62
"AT2G06540",14,4,0,11,17,7,0,0,0,0,0,0
"AT2G06541",17,2,0,8,7,1,0,0,0,0,0,0
"AT2G06550",4,1,1,4,1,1,0,0,0,0,0,0
"AT2G06555",4,1,0,0,0,0,0,0,0,0,0,0
"AT2G06560",18,3,1,17,10,2,0,0,0,0,0,0
"AT2G06562",4,0,0,1,5,0,0,0,0,0,0,0
"AT2G06565",0,0,0,0,0,1,0,0,0,0,0,0
"AT2G06570",2,0,0,2,2,0,0,0,0,0,0,0
"AT2G06580",7,1,0,2,13,4,0,0,0,0,0,0
"AT2G06590",5,3,0,7,3,5,0,0,0,0,0,0
"AT2G06600",12,1,0,6,3,5,0,0,0,0,0,0
"AT2G06610",5,0,0,4,0,0,0,0,0,0,0,0
"AT2G06620",0,0,0,0,1,1,0,0,0,0,0,0
"AT2G06630",2,0,0,2,1,1,0,0,0,0,0,0
"AT2G06640",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G06645",3,2,0,3,7,4,0,0,0,0,0,0
"AT2G06650",3,0,0,7,3,2,0,0,0,0,0,0
"AT2G06660",4,1,0,4,6,0,0,0,0,0,0,0
"AT2G06667",5,0,2,0,0,0,0,0,0,0,0,0
"AT2G06670",12,3,0,9,4,4,0,0,0,0,0,0
"AT2G06680",9,1,0,5,10,3,0,0,0,0,0,0
"AT2G06690",6,0,0,2,1,1,0,0,0,0,0,0
"AT2G06700",1,0,0,4,0,4,0,0,0,0,0,0
"AT2G06710",2,1,0,0,1,2,0,0,0,0,0,0
"AT2G06715",8,0,0,2,6,6,0,0,0,0,0,0
"AT2G06720",1,0,0,7,8,2,0,0,0,0,0,0
"AT2G06740",17,4,0,2,12,4,0,0,0,0,0,0
"AT2G06750",3,1,0,4,5,2,0,0,0,0,0,0
"AT2G06760",13,0,0,6,3,0,0,0,0,0,0,0
"AT2G06770",3,0,0,3,2,1,0,0,0,0,0,0
"AT2G06675",2,0,0,1,1,2,0,0,0,0,0,0
"AT2G06775",0,0,0,1,1,1,0,0,0,0,0,0
"AT2G06780",6,1,0,6,7,4,0,0,0,0,0,0
"AT2G06790",10,0,0,9,8,5,0,0,0,0,0,0
"AT2G06800",10,2,0,7,4,1,0,0,0,0,0,0
"AT2G06810",3,1,0,3,8,3,0,0,0,0,0,0
"AT2G06820",2,0,0,4,1,0,0,0,0,0,0,0
"AT2G06822",1,0,0,1,0,0,0,0,0,0,0,0
"AT2G06830",7,1,0,2,3,2,0,0,0,0,0,0
"AT2G06840",11,1,0,6,8,5,0,0,0,0,0,0
"AT2G05015",2,1,0,4,3,1,0,0,0,0,0,0
"AT2G06845",5,2,0,2,10,1,0,0,0,0,0,0
"AT2G06850",2777,3278,5193,2221,1651,811,31222,6809,5137,197,401,426
"AT2G06860",18,3,1,10,7,7,0,0,1,0,0,0
"AT2G06870",11,3,0,2,9,3,0,0,0,0,0,0
"AT2G06875",4,1,0,0,1,0,0,0,0,0,0,0
"AT2G06880",3,1,0,3,2,3,0,0,0,0,0,0
"AT2G06885",2,0,0,2,1,0,0,0,0,0,0,0
"AT2G06890",16,5,1,10,12,9,1,0,0,0,0,0
"AT2G06900",1,0,0,2,9,3,0,0,0,0,0,0
"AT2G06902",5,0,0,3,4,3,0,0,0,0,0,0
"AT2G06904",1,0,0,3,2,0,0,0,0,0,0,0
"AT2G06906",2,0,0,1,4,4,0,0,0,0,0,0
"AT2G06908",0,0,0,2,3,4,0,0,0,0,0,0
"AT2G06910",11,0,0,4,13,3,0,0,0,0,0,0
"AT2G06912",0,0,0,0,0,0,0,0,0,0,0,0
"AT2G06914",0,0,0,0,2,0,0,0,0,0,0,0
"AT2G06917",0,0,0,2,3,1,0,0,0,0,0,0
"AT2G06920",10,1,0,3,9,1,0,0,0,0,0,0
"AT2G06922",2,0,0,0,0,1,0,0,0,0,0,0
"AT2G06925",72,173,201,66,159,116,268,255,305,5,18,44
"AT2G06930",33,2,0,11,8,7,0,0,0,0,0,0
"AT2G06940",1,0,0,1,5,4,0,0,0,0,0,0
"AT2G05035",2,0,0,0,1,1,1,0,0,0,0,0
"AT2G05045",0,0,0,0,1,0,0,0,0,0,0,0
"AT2G06950",72,198,341,93,165,117,499,261,649,10,33,126
"AT2G06960",1,1,0,3,4,0,0,0,0,0,0,0
"AT2G06965",5,0,0,5,6,1,0,0,0,0,0,0
"AT2G06967",7,0,0,7,6,3,0,0,0,0,0,0
"AT2G06973",0,0,0,3,0,0,0,0,0,0,0,0
"AT2G06980",6,1,0,5,8,2,3,1,0,0,0,0
"AT2G06983",2,0,0,1,4,0,0,0,0,0,0,0
"AT2G05065",1,0,0,0,0,0,0,0,0,0,0,0
"AT2G06985",2,0,0,0,0,0,0,0,0,0,0,0
"AT2G06990",149,308,351,161,264,105,1414,730,1131,28,63,82
"AT2G07000",18,15,0,14,12,3,18,0,1,3,0,0
"AT2G07010",21,1,0,10,8,5,0,0,0,0,0,0
"AT2G07020",4,1,0,3,5,4,0,0,0,0,0,0
"AT2G07030",10,0,0,3,6,1,0,0,0,0,0,0
"AT2G07040",10,4,0,3,6,2,0,0,0,0,0,0
"AT2G07042",25,62,32,69,33,18,20,19,10,3,7,5
"AT2G07050",592,1375,1621,664,860,334,5632,2188,2956,79,205,228
"AT2G05075",0,0,0,2,0,1,0,0,0,0,1,1
"AT2G07070",6,1,0,5,4,1,0,0,0,0,0,0
"AT2G07080",13,8,5,64,65,30,8,1,31,1,0,0
"AT2G07090",3,0,0,0,0,1,0,2,0,0,0,0
"AT2G07100",11,4,0,4,5,6,0,0,0,0,0,0
"AT2G07110",3,0,0,1,0,0,0,0,0,0,0,0
"AT2G07120",9,0,0,1,5,4,0,0,0,0,0,0
"AT2G07130",2,0,0,1,8,3,2,0,0,0,0,0
"AT2G07140",4,0,0,7,0,2,0,0,6,0,0,1
"AT2G05085",1,0,0,2,0,0,0,0,0,0,0,0
"AT2G07150",0,0,0,1,2,1,0,0,0,0,0,0
"AT2G07155",4,0,0,1,3,2,0,0,0,0,0,0
"AT2G07160",10,0,3,16,22,7,0,0,0,0,0,0
"AT2G07170",26,58,71,26,55,31,284,179,246,4,16,21
"AT2G05095",0,0,1,1,0,0,0,0,0,0,0,0
"AT2G05125",5,3,0,0,0,0,0,0,0,0,0,0
"AT2G07180",126,129,154,763,202,61,940,318,432,83,67,100
"AT2G07185",2,0,0,0,2,0,0,0,0,0,0,0
"AT2G07190",5,0,0,7,5,6,0,0,0,0,0,0
"AT2G07200",1,1,0,0,0,0,0,0,0,0,0,0
"AT2G07210",8,1,0,0,7,0,0,0,0,0,0,0
"AT2G07212",1,0,0,0,0,0,0,0,0,0,0,0
"AT2G07213",3,0,3,3,3,1,0,0,1,0,0,0
"AT2G07215",4,1,1,5,3,1,0,0,0,0,0,0
"AT2G07220",3,0,0,4,3,2,0,0,0,0,0,0
"AT2G07230",16,2,0,6,9,1,0,0,0,0,0,0
"AT2G07240",20,2,0,6,12,4,0,0,0,0,0,0
"AT2G07250",3,0,0,8,8,1,0,0,0,0,0,0
"AT2G07260",2,1,0,2,4,3,0,0,0,0,0,0
"AT2G07270",3,0,0,3,3,0,0,0,0,0,0,0
"AT2G07280",2,0,0,2,3,1,0,0,0,0,0,0
"AT2G07290",2,0,0,1,0,2,0,0,0,0,0,0
"AT2G07300",4,0,0,0,0,1,0,0,0,0,0,0
"AT2G07310",10,2,0,4,7,2,0,0,0,0,0,0
"AT2G07320",11,1,0,4,5,3,0,0,0,0,0,0
"AT2G07330",5,1,0,1,7,2,0,0,0,0,0,0
"AT2G07340",30,26,75,182,121,149,391,138,351,5,14,41
"AT2G07360",606,1200,1330,671,772,284,6175,1983,2190,63,161,150
"AT2G07365",2,0,0,1,1,0,0,0,0,0,0,0
"AT2G07380",14,2,0,6,4,2,0,0,0,0,0,0
"AT2G07390",4,0,0,0,1,1,0,0,0,0,0,0
"AT2G07395",20,4,0,10,11,7,0,0,0,0,0,0
"AT2G07400",10,2,0,8,2,4,0,0,0,0,0,0
"AT2G07410",12,3,0,8,8,1,0,0,0,0,0,0
"AT2G07420",7,0,1,7,9,2,0,0,0,0,0,0
"AT2G07430",0,0,0,1,4,2,0,0,0,0,0,0
"AT2G07440",5,0,0,1,0,0,0,0,0,0,0,0
